origin,destination,flow
Espoo,Helsinki,52289
Vantaa,Helsinki,43980
Helsinki,Vantaa,32722
Helsinki,Espoo,32069
Espoo,Vantaa,10474
Kaarina,Turku,8963
Vantaa,Espoo,8757
Oulu,Kempele,7769
Kangasala,Tampere,7329
Kuopio,Siilinjärvi,6912
Ylöjärvi,Tampere,6838
Turku,Kaarina,6401
Raisio,Turku,5992
Nokia,Tampere,5964
Lahti,Hollola,5899
Korsholm,Vaasa,5885
Hollola,Lahti,5770
Kirkkonummi,Espoo,5745
Siilinjärvi,Kuopio,5410
Pirkkala,Tampere,5352
Tampere,Pirkkala,5287
Lempäälä,Tampere,5270
Turku,Raisio,5078
Tampere,Kangasala,4995
Kempele,Oulu,4862
Lieto,Turku,4815
Nurmijärvi,Helsinki,4288
Kerava,Helsinki,4211
Kontiolahti,Joensuu,4117
Jyväskylä,Laukaa,4005
Kirkkonummi,Helsinki,3991
Laukaa,Jyväskylä,3976
Naantali,Turku,3895
Tuusula,Helsinki,3848
Vaasa,Korsholm,3749
Tampere,Lempäälä,3633
Järvenpää,Helsinki,3579
Tampere,Nokia,3506
Tuusula,Vantaa,3206
Porvoo,Helsinki,3147
Jyväskylä,Muurame,3114
Sipoo,Helsinki,3070
Kerava,Vantaa,3035
Nurmijärvi,Vantaa,2961
Joensuu,Kontiolahti,2914
Pori,Ulvila,2852
Muurame,Jyväskylä,2822
Ulvila,Pori,2783
Järvenpää,Vantaa,2780
Hamina,Kotka,2524
Liperi,Joensuu,2453
Masku,Turku,2403
Ilmajoki,Seinäjoki,2346
Vihti,Espoo,2341
Turku,Lieto,2296
Imatra,Lappeenranta,2252
Lappeenranta,Imatra,2240
Vihti,Helsinki,2221
Järvenpää,Tuusula,2219
Tampere,Ylöjärvi,2213
Lohja,Espoo,2197
Seinäjoki,Ilmajoki,2114
Hattula,Hämeenlinna,2071
Liminka,Oulu,2052
Kotka,Hamina,2044
Orimattila,Lahti,2018
Hämeenlinna,Hattula,2001
Nurmijärvi,Espoo,1978
Riihimäki,Hyvinkää,1976
Turku,Naantali,1918
Lapua,Seinäjoki,1870
Pargas,Turku,1837
Ii,Oulu,1833
Hyvinkää,Helsinki,1820
Paimio,Turku,1820
Salo,Turku,1817
Tuusula,Järvenpää,1787
Rusko,Turku,1673
Sipoo,Vantaa,1649
Kauniainen,Espoo,1601
Lohja,Helsinki,1584
Laihia,Vaasa,1546
Porvoo,Vantaa,1527
Valkeakoski,Tampere,1523
Hyvinkää,Vantaa,1473
Joensuu,Liperi,1461
Jomala,Mariehamn,1460
Kurikka,Seinäjoki,1455
Hyvinkää,Riihimäki,1406
Janakkala,Hämeenlinna,1389
Oulu,Liminka,1369
Järvenpää,Kerava,1350
Heinola,Lahti,1340
Muhos,Oulu,1317
Taipalsaari,Lappeenranta,1307
Akaa,Tampere,1302
Hämeenlinna,Janakkala,1266
Seinäjoki,Lapua,1243
Lahti,Orimattila,1234
Hämeenkyrö,Tampere,1219
Kauniainen,Helsinki,1209
Espoo,Kirkkonummi,1201
Kouvola,Kotka,1153
Keminmaa,Kemi,1147
Asikkala,Lahti,1146
Vantaa,Kerava,1138
Orivesi,Tampere,1137
Tornio,Kemi,1107
Sotkamo,Kajaani,1106
Helsinki,Kerava,1076
Tuusula,Kerava,1073
Nousiainen,Turku,1071
Kouvola,Iitti,1053
Rauma,Eurajoki,1053
Eurajoki,Rauma,1045
Lohja,Vihti,1028
Kirkkonummi,Vantaa,1026
Mynämäki,Turku,1015
Ylöjärvi,Nokia,1008
Pyhtää,Kotka,1003
Kouvola,Lahti,1000
Nurmijärvi,Tuusula,988
Äänekoski,Jyväskylä,986
Kokkola,Jakobstad,984
Tuusula,Espoo,973
Kerava,Tuusula,968
Larsmo,Jakobstad,964
Seinäjoki,Kurikka,963
Vihti,Vantaa,959
Turku,Masku,953
Jämsä,Jyväskylä,949
Lohja,Kirkkonummi,944
Mäntsälä,Helsinki,934
Vantaa,Tuusula,923
Helsinki,Tuusula,921
Lappeenranta,Taipalsaari,914
Kerava,Järvenpää,910
Kemi,Tornio,908
Pedersöre,Jakobstad,908
Janakkala,Riihimäki,906
Leppävirta,Varkaus,906
Järvenpää,Espoo,878
Malax,Vaasa,874
Loviisa,Porvoo,870
Raasepori,Lohja,868
Sastamala,Tampere,863
Kerava,Espoo,853
Kajaani,Paltamo,849
Espoo,Kauniainen,849
Keminmaa,Tornio,841
Kotka,Kouvola,841
Ruokolahti,Imatra,835
Hyvinkää,Tuusula,806
Turku,Rusko,801
Rovaniemi,Tervola,798
Pöytyä,Turku,792
Tyrnävä,Oulu,774
Jakobstad,Kokkola,774
Mäntsälä,Järvenpää,772
Vihti,Lohja,767
Tuusula,Nurmijärvi,754
Mariehamn,Jomala,752
Lemland,Mariehamn,747
Kajaani,Sotkamo,735
Kemi,Keminmaa,734
Hämeenlinna,Riihimäki,728
Iitti,Kouvola,724
Mäntsälä,Vantaa,714
Pori,Rauma,714
Aura,Turku,713
Rauma,Pori,711
Hyvinkää,Järvenpää,702
Kouvola,Hamina,697
Joroinen,Varkaus,694
Helsinki,Nurmijärvi,680
Petäjävesi,Jyväskylä,670
Pori,Eurajoki,668
Vantaa,Järvenpää,667
Jyväskylä,Äänekoski,667
Hyvinkää,Espoo,654
Naantali,Raisio,652
Siuntio,Espoo,646
Pedersöre,Kokkola,646
Eurajoki,Pori,644
Pälkäne,Tampere,643
Vantaa,Nurmijärvi,642
Vesilahti,Tampere,635
Tornio,Keminmaa,634
Mikkeli,Juva,634
Kronoby,Kokkola,624
Lemi,Lappeenranta,623
Hausjärvi,Riihimäki,620
Kauhajoki,Kurikka,617
Oulu,Muhos,616
Helsinki,Järvenpää,616
Lieto,Kaarina,602
Sastamala,Nokia,601
Nokia,Pirkkala,600
Nurmijärvi,Järvenpää,598
Oulu,Ii,594
Hausjärvi,Hyvinkää,592
Hyvinkää,Nurmijärvi,589
Järvenpää,Nurmijärvi,583
Helsinki,Sipoo,582
Lohja,Vantaa,582
Nokia,Ylöjärvi,582
Lahti,Asikkala,580
Kurikka,Ilmajoki,579
Nakkila,Pori,578
Hämeenlinna,Tampere,574
Porvoo,Sipoo,572
Pori,Nakkila,564
Helsinki,Kirkkonummi,563
Turku,Pargas,561
Lapinlahti,Iisalmi,559
Varkaus,Leppävirta,559
Mäntsälä,Hyvinkää,557
Riihimäki,Helsinki,555
Ylöjärvi,Pirkkala,553
Tampere,Valkeakoski,551
Iisalmi,Lapinlahti,544
Pori,Harjavalta,542
Hamina,Kouvola,542
Jokioinen,Forssa,535
Uurainen,Jyväskylä,533
Espoo,Nurmijärvi,532
Jyväskylä,Jämsä,531
Hämeenlinna,Hyvinkää,527
Finström,Mariehamn,518
Mäntsälä,Tuusula,513
Raasepori,Salo,508
Varkaus,Joroinen,507
Rauma,Uusikaupunki,504
Järvenpää,Hyvinkää,502
Salo,Kaarina,502
Rovaniemi,Kemijärvi,499
Juva,Mikkeli,498
Vihti,Nurmijärvi,498
Kaarina,Raisio,497
Sauvo,Turku,496
Salo,Paimio,492
Lahti,Heinola,491
Porvoo,Kerava,490
Iisalmi,Vieremä,490
Nivala,Ylivieska,485
Nurmijärvi,Hyvinkää,484
Turku,Paimio,482
Eura,Rauma,478
Sodankylä,Kittilä,472
Vantaa,Sipoo,472
Lapinlahti,Kuopio,470
Masku,Raisio,468
Suonenjoki,Kuopio,467
Jakobstad,Pedersöre,464
Kokkola,Kronoby,463
Akaa,Lempäälä,463
Riihimäki,Hausjärvi,461
Vihti,Kirkkonummi,459
Siuntio,Helsinki,458
Akaa,Valkeakoski,456
Paltamo,Kajaani,456
Leppävirta,Kuopio,450
Nurmijärvi,Kerava,449
Riihimäki,Janakkala,447
Porvoo,Järvenpää,446
Kauhava,Seinäjoki,445
Alavus,Seinäjoki,442
Kalajoki,Ylivieska,442
Laitila,Uusikaupunki,439
Toivakka,Jyväskylä,438
Hankasalmi,Jyväskylä,438
Hämeenkyrö,Nokia,436
Helsinki,Kauniainen,436
Kokkola,Pedersöre,434
Sipoo,Kerava,432
Ilmajoki,Kurikka,432
Lahti,Kouvola,428
Tuusula,Hyvinkää,426
Janakkala,Hyvinkää,426
Rauma,Eura,423
Kurikka,Kauhajoki,423
Vöyri,Vaasa,421
Raasepori,Espoo,420
Kaarina,Lieto,418
Jakobstad,Larsmo,415
Sipoo,Espoo,412
Hämeenlinna,Valkeakoski,412
Mikkeli,Hirvensalmi,412
Harjavalta,Pori,410
Pornainen,Helsinki,401
Raahe,Oulu,400
Porvoo,Espoo,400
Valkeakoski,Lempäälä,398
Liperi,Kontiolahti,397
Loppi,Riihimäki,396
Riihimäki,Vantaa,395
Salo,Lohja,394
Isokyrö,Vaasa,394
Sipoo,Porvoo,394
Kirkkonummi,Lohja,393
Askola,Helsinki,391
Raisio,Naantali,390
Kemijärvi,Rovaniemi,385
Parikkala,Savonlinna,384
Sonkajärvi,Iisalmi,382
Iitti,Lahti,382
Lempäälä,Pirkkala,381
Siuntio,Lohja,377
Riihimäki,Hämeenlinna,375
Tohmajärvi,Joensuu,375
Raisio,Kaarina,374
Helsinki,Porvoo,371
Kankaanpää,Pori,371
Larsmo,Kokkola,367
Tammela,Forssa,365
Hammarland,Mariehamn,365
Pyhäranta,Rauma,364
Mäntsälä,Porvoo,364
Äänekoski,Laukaa,363
Espoo,Tuusula,362
Riihimäki,Nurmijärvi,361
Liminka,Kempele,353
Hyvinkää,Kerava,352
Ingå,Lohja,350
Kauniainen,Vantaa,349
Valkeakoski,Kangasala,349
Saarijärvi,Äänekoski,348
Pudasjärvi,Oulu,348
Ylöjärvi,Kangasala,347
Kauhava,Lapua,346
Loviisa,Helsinki,345
Salo,Lieto,345
Lappeenranta,Lemi,342
Espoo,Kerava,341
Nykarleby,Jakobstad,341
Luumäki,Lappeenranta,339
Ylivieska,Nivala,339
Ingå,Espoo,338
Lohja,Raasepori,337
Pirkkala,Nokia,336
Kotka,Pyhtää,335
Järvenpää,Porvoo,334
Orimattila,Hollola,333
Järvenpää,Sipoo,331
Siuntio,Kirkkonummi,328
Lieto,Raisio,327
Siikajoki,Oulu,327
Askola,Porvoo,326
Ikaalinen,Tampere,325
Rauma,Laitila,323
Hämeenkyrö,Ylöjärvi,321
Kangasala,Lempäälä,320
Jyväskylä,Petäjävesi,319
Salo,Raasepori,319
Simo,Kemi,319
Forssa,Jokioinen,318
Loppi,Hyvinkää,317
Paimio,Kaarina,315
Mäntsälä,Kerava,315
Porvoo,Tuusula,314
Tyrnävä,Muhos,314
Kontiolahti,Liperi,313
Kiuruvesi,Iisalmi,312
Uusikaupunki,Rauma,310
Kaustinen,Kokkola,309
Kerava,Sipoo,309
Lempäälä,Kangasala,307
Sipoo,Tuusula,306
Pomarkku,Pori,306
Hyvinkää,Mäntsälä,305
Kuortane,Seinäjoki,304
Paimio,Lieto,304
Suomussalmi,Hyrynsalmi,303
Keuruu,Mänttä-Vilppula,302
Kannus,Kokkola,301
Riihimäki,Järvenpää,300
Karkkila,Helsinki,299
Polvijärvi,Joensuu,298
Laitila,Rauma,298
Mikkeli,Mäntyharju,294
Lohja,Siuntio,294
Ilomantsi,Joensuu,294
Pyhäjoki,Raahe,294
Hyvinkää,Hausjärvi,293
Uusikaupunki,Laitila,291
Espoo,Vihti,289
Lumijoki,Oulu,288
Hanko,Raasepori,288
Tuusula,Sipoo,288
Ylivieska,Sievi,287
Kirkkonummi,Vihti,287
Vaasa,Laihia,287
Kimitoön,Turku,287
Imatra,Ruokolahti,286
Nurmijärvi,Vihti,286
Kuusamo,Posio,286
Nokia,Lempäälä,283
Raasepori,Ingå,283
Sipoo,Järvenpää,282
Lahti,Kärkölä,282
Järvenpää,Mäntsälä,278
Kolari,Kittilä,278
Kerava,Nurmijärvi,278
Hirvensalmi,Mikkeli,276
Turku,Nousiainen,275
Rovaniemi,Pello,274
Huittinen,Säkylä,272
Ruokolahti,Lappeenranta,268
Ylivieska,Kalajoki,268
Nykarleby,Pedersöre,268
Mäntsälä,Riihimäki,267
Raasepori,Helsinki,267
Pedersöre,Kronoby,266
Kalajoki,Kokkola,263
Vieremä,Iisalmi,261
Pieksämäki,Varkaus,261
Pedersöre,Nykarleby,261
Sievi,Ylivieska,260
Kärkölä,Lahti,260
Lapua,Kauhava,259
Iisalmi,Sonkajärvi,258
Pornainen,Vantaa,258
Riihimäki,Tuusula,257
Tampere,Hämeenkyrö,256
Masku,Naantali,255
Kangasala,Pirkkala,254
Säkylä,Huittinen,254
Pori,Kankaanpää,254
Ylivieska,Oulainen,254
Saarijärvi,Jyväskylä,253
Lempäälä,Nokia,252
Ähtäri,Alavus,252
Mäntyharju,Mikkeli,252
Tyrnävä,Kempele,250
Tammela,Hämeenlinna,248
Savitaipale,Lappeenranta,247
Mariehamn,Lemland,247
Nakkila,Ulvila,246
Savonlinna,Parikkala,246
Orivesi,Kangasala,246
Säkylä,Eura,246
Pirkkala,Lempäälä,246
Pargas,Kaarina,245
Vantaa,Porvoo,245
Alavieska,Ylivieska,244
Nivala,Sievi,243
Pornainen,Porvoo,241
Ulvila,Nakkila,241
Paimio,Salo,240
Loviisa,Kotka,240
Valkeakoski,Hämeenlinna,238
Akaa,Hämeenlinna,238
Tuusniemi,Kuopio,238
Hämeenlinna,Hausjärvi,238
Kronoby,Pedersöre,238
Rantasalmi,Varkaus,238
Oulainen,Ylivieska,236
Kouvola,Heinola,236
Siikajoki,Raahe,236
Somero,Salo,236
Lapinlahti,Siilinjärvi,235
Finström,Jomala,235
Espoo,Järvenpää,235
Kerava,Porvoo,234
Jyväskylä,Toivakka,234
Turku,Salo,232
Keuruu,Jyväskylä,232
Ylöjärvi,Lempäälä,230
Eura,Säkylä,229
Raisio,Masku,228
Jyväskylä,Uurainen,228
Seinäjoki,Kauhava,228
Rovaniemi,Ranua,227
Laukaa,Äänekoski,227
Outokumpu,Joensuu,226
Somero,Forssa,225
Sastamala,Ylöjärvi,225
Kiuruvesi,Vieremä,225
Isokyrö,Seinäjoki,224
Mänttä-Vilppula,Keuruu,224
Kaavi,Kuopio,224
Ingå,Raasepori,223
Ingå,Helsinki,223
Vantaa,Hyvinkää,222
Oulu,Lumijoki,222
Ruovesi,Tampere,221
Nivala,Haapajärvi,220
Savonlinna,Enonkoski,218
Jakobstad,Nykarleby,217
Rauma,Pyhäranta,217
Kuhmo,Sotkamo,216
Riihimäki,Espoo,216
Karkkila,Espoo,216
Janakkala,Hausjärvi,216
Raahe,Siikajoki,215
Oulu,Raahe,214
Kitee,Joensuu,213
Hattula,Tampere,213
Virolahti,Hamina,213
Ylöjärvi,Hämeenkyrö,212
Rovaniemi,Ylitornio,211
Kittilä,Muonio,211
Hämeenlinna,Lahti,209
Eura,Pori,209
Vaasa,Malax,209
Valkeakoski,Akaa,208
Askola,Vantaa,208
Ylivieska,Alavieska,208
Espoo,Lohja,207
Raisio,Lieto,207
Hausjärvi,Helsinki,207
Lappeenranta,Luumäki,207
Porvoo,Mäntsälä,206
Jyväskylä,Hankasalmi,206
Pyhtää,Kouvola,205
Lohja,Nurmijärvi,205
Uusikaupunki,Turku,204
Naantali,Kaarina,204
Teuva,Närpes,204
Rautjärvi,Imatra,203
Helsinki,Hyvinkää,203
Mäntsälä,Lahti,203
Muhos,Kempele,202
Kuopio,Suonenjoki,202
Laitila,Turku,201
Haapajärvi,Nivala,201
Karkkila,Vihti,201
Kokkola,Larsmo,201
Mäntsälä,Espoo,200
Korsnäs,Vaasa,200
Mikkeli,Kangasniemi,198
Hollola,Orimattila,197
Raasepori,Kirkkonummi,197
Luumäki,Kouvola,196
Saltvik,Mariehamn,196
Kronoby,Jakobstad,196
Merikarvia,Pori,195
Pori,Eura,195
Inari,Sodankylä,195
Loimaa,Turku,194
Sastamala,Huittinen,193
Pirkkala,Kangasala,193
Joutsa,Jyväskylä,193
Pargas,Raisio,193
Laihia,Korsholm,193
Sastamala,Hämeenkyrö,192
Heinola,Kouvola,192
Hämeenlinna,Akaa,192
Huittinen,Sastamala,191
Rovaniemi,Tornio,191
Riihimäki,Loppi,191
Alavus,Ähtäri,190
Salo,Somero,189
Alajärvi,Vimpeli,189
Lempäälä,Valkeakoski,188
Hausjärvi,Hämeenlinna,188
Vantaa,Kirkkonummi,188
Pargas,Naantali,188
Enonkoski,Savonlinna,187
Jämijärvi,Kankaanpää,186
Naantali,Masku,185
Eura,Harjavalta,184
Helsinki,Vihti,184
Uurainen,Äänekoski,184
Pornainen,Tuusula,184
Kitee,Tohmajärvi,184
Riihimäki,Mäntsälä,183
Mynämäki,Raisio,183
Marttila,Turku,182
Kristinestad,Närpes,181
Vöyri,Korsholm,181
Lieksa,Joensuu,181
Tampere,Orivesi,181
Kokemäki,Pori,180
Loppi,Helsinki,180
Lohja,Salo,180
Tampere,Akaa,179
Porvoo,Askola,178
Vimpeli,Alajärvi,178
Tuusula,Porvoo,178
Pornainen,Järvenpää,178
Ingå,Kirkkonummi,178
Inari,Utsjoki,178
Virolahti,Kotka,176
Iisalmi,Kiuruvesi,176
Posio,Kuusamo,175
Kuopio,Leppävirta,175
Lahti,Hyvinkää,175
Kitee,Savonlinna,175
Mäntsälä,Nurmijärvi,174
Turku,Aura,174
Ikaalinen,Hämeenkyrö,173
Nurmes,Valtimo,172
Hyvinkää,Hämeenlinna,172
Rovaniemi,Keminmaa,172
Tyrnävä,Liminka,172
Lahti,Iitti,171
Lohja,Ingå,171
Akaa,Kangasala,171
Kirkkonummi,Nurmijärvi,170
Kangasala,Valkeakoski,169
Loimaa,Forssa,169
Valtimo,Nurmes,169
Kittilä,Kolari,169
Kirkkonummi,Kauniainen,169
Pyhäranta,Uusikaupunki,168
Vehmaa,Turku,168
Karkkila,Vantaa,167
Hausjärvi,Janakkala,167
Tohmajärvi,Kitee,167
Pori,Pomarkku,166
Hyvinkää,Janakkala,165
Nousiainen,Raisio,165
Salla,Kemijärvi,165
Polvijärvi,Kontiolahti,165
Loppi,Hämeenlinna,165
Vantaa,Kauniainen,164
Raasepori,Hanko,164
Rusko,Raisio,164
Hattula,Valkeakoski,163
Kangasniemi,Jyväskylä,163
Nokia,Kangasala,163
Närpes,Teuva,163
Äänekoski,Saarijärvi,162
Akaa,Pirkkala,162
Larsmo,Pedersöre,160
Nurmijärvi,Riihimäki,160
Savonlinna,Sulkava,160
Kokemäki,Eura,160
Kuusamo,Taivalkoski,159
Kalajoki,Alavieska,159
Sastamala,Pirkkala,159
Pöytyä,Lieto,158
Urjala,Tampere,158
Kauhajoki,Seinäjoki,157
Kangasala,Ylöjärvi,157
Juupajoki,Tampere,157
Lieto,Paimio,157
Forssa,Hämeenlinna,157
Pirkkala,Ylöjärvi,157
Laihia,Seinäjoki,157
Varkaus,Pieksämäki,157
Lahti,Mäntsälä,156
Kempele,Liminka,156
Eckerö,Mariehamn,155
Saltvik,Finström,155
Oulu,Siikajoki,155
Jokioinen,Loimaa,155
Kokemäki,Huittinen,154
Huittinen,Kokemäki,154
Lappeenranta,Savitaipale,154
Urjala,Akaa,154
Porvoo,Loviisa,154
Kerava,Hyvinkää,153
Kangasala,Nokia,153
Hämeenlinna,Helsinki,153
Pedersöre,Larsmo,153
Pori,Kokemäki,153
Varkaus,Kuopio,152
Forssa,Somero,151
Mäntsälä,Sipoo,151
Ulvila,Harjavalta,151
Forssa,Tammela,151
Kangasniemi,Mikkeli,150
Ranua,Rovaniemi,150
Muhos,Tyrnävä,150
Pielavesi,Iisalmi,149
Taivassalo,Turku,149
Rääkkylä,Joensuu,149
Hausjärvi,Vantaa,148
Porvoo,Pornainen,148
Tuusula,Mäntsälä,147
Loviisa,Kouvola,147
Pälkäne,Kangasala,147
Eura,Kokemäki,146
Enontekiö,Muonio,145
Tampere,Pälkäne,144
Pello,Rovaniemi,144
Lahti,Helsinki,143
Kotka,Loviisa,143
Mariehamn,Finström,143
Haapavesi,Oulainen,142
Pälkäne,Valkeakoski,142
Oulu,Tyrnävä,142
Ulvila,Rauma,142
Konnevesi,Äänekoski,142
Nakkila,Harjavalta,142
Lahti,Hämeenlinna,141
Vihti,Tuusula,141
Vihti,Hyvinkää,141
Akaa,Urjala,141
Aura,Lieto,140
Kaustinen,Kronoby,139
Vesilahti,Lempäälä,138
Kalajoki,Kannus,138
Nurmijärvi,Kirkkonummi,138
Ylitornio,Tornio,138
Saltvik,Jomala,138
Nokia,Sastamala,137
Hyrynsalmi,Suomussalmi,137
Espoo,Sipoo,137
Rovaniemi,Kemi,137
Järvenpää,Riihimäki,137
Seinäjoki,Kuortane,137
Kouvola,Loviisa,137
Muonio,Kittilä,137
Loviisa,Vantaa,136
Kokemäki,Harjavalta,136
Karkkila,Lohja,135
Sievi,Nivala,135
Kaarina,Naantali,135
Rantasalmi,Savonlinna,134
Kiuruvesi,Pyhäjärvi,133
Hämeenkyrö,Sastamala,132
Tervo,Kuopio,132
Riihimäki,Kerava,131
Mänttä-Vilppula,Jämsä,131
Loppi,Vantaa,131
Haapavesi,Nivala,131
Hämeenlinna,Loppi,131
Pornainen,Kerava,130
Sund,Mariehamn,129
Orimattila,Mäntsälä,129
Seinäjoki,Alavus,129
Karkkila,Nurmijärvi,129
Hailuoto,Oulu,129
Kokemäki,Sastamala,129
Sulkava,Savonlinna,128
Naantali,Pargas,128
Siikalatva,Haapavesi,128
Kuopio,Lapinlahti,128
Kaarina,Pargas,128
Jämsä,Muurame,128
Mäntyharju,Kouvola,128
Asikkala,Hollola,127
Kokemäki,Säkylä,127
Pyhäjärvi,Haapajärvi,127
Haapajärvi,Pyhäjärvi,127
Heinola,Asikkala,127
Heinola,Hollola,126
Hämeenlinna,Hollola,126
Teuva,Kauhajoki,126
Valkeakoski,Pirkkala,126
Turku,Mynämäki,126
Mynämäki,Uusikaupunki,125
Humppila,Loimaa,125
Alavieska,Kalajoki,125
Hyvinkää,Lahti,125
Pieksämäki,Jyväskylä,125
Taivalkoski,Kuusamo,125
Outokumpu,Liperi,125
Kirkkonummi,Siuntio,125
Ulvila,Eurajoki,125
Espoo,Hyvinkää,124
Tampere,Hämeenlinna,124
Vihti,Järvenpää,124
Vesilahti,Pirkkala,124
Ypäjä,Loimaa,123
Akaa,Nokia,123
Rauma,Ulvila,123
Joensuu,Polvijärvi,123
Hammarland,Jomala,123
Iisalmi,Kuopio,123
Loppi,Nurmijärvi,122
Turku,Pöytyä,122
Jakobstad,Kronoby,122
Kokkola,Kannus,122
Sastamala,Kokemäki,122
Porvoo,Nurmijärvi,121
Simo,Keminmaa,121
Siikajoki,Liminka,121
Vesilahti,Nokia,121
Janakkala,Lahti,121
Hankasalmi,Laukaa,121
Lohja,Karkkila,120
Orimattila,Porvoo,119
Forssa,Loimaa,119
Kärkölä,Hollola,119
Simo,Tornio,119
Veteli,Kaustinen,118
Pöytyä,Loimaa,118
Virrat,Alavus,118
Mikkeli,Lappeenranta,118
Kuhmo,Nurmes,118
Loppi,Janakkala,118
Karkkila,Hyvinkää,117
Pieksämäki,Suonenjoki,117
Oulainen,Raahe,117
Nokia,Hämeenkyrö,117
Lappeenranta,Kouvola,116
Lieksa,Kontiolahti,116
Lahti,Riihimäki,116
Helsinki,Lohja,116
Haapavesi,Ylivieska,116
Utajärvi,Oulu,116
Tampere,Sastamala,116
Siuntio,Vantaa,115
Vantaa,Vihti,115
Eura,Eurajoki,115
Lappeenranta,Ruokolahti,115
Savonlinna,Rantasalmi,115
Joensuu,Outokumpu,115
Eurajoki,Ulvila,115
Padasjoki,Lahti,115
Savonlinna,Kitee,115
Raahe,Pyhäjoki,114
Raahe,Liminka,114
Janakkala,Helsinki,114
Parkano,Ikaalinen,114
Hausjärvi,Lahti,114
Karstula,Saarijärvi,113
Säkylä,Kokemäki,113
Äänekoski,Uurainen,113
Liperi,Outokumpu,113
Hämeenkyrö,Pirkkala,113
Sastamala,Pori,111
Paimio,Raisio,111
Konnevesi,Jyväskylä,110
Kaarina,Paimio,110
Vihti,Karkkila,110
Sastamala,Lempäälä,110
Kankaanpää,Jämijärvi,110
Pyhtää,Hamina,110
Ristijärvi,Kajaani,110
Harjavalta,Ulvila,110
Huittinen,Eura,109
Hollola,Kärkölä,109
Hämeenlinna,Pälkäne,109
Kaarina,Salo,109
Nurmijärvi,Sipoo,109
Eurajoki,Eura,108
Hämeenlinna,Vantaa,108
Suonenjoki,Pieksämäki,108
Mikkeli,Pieksämäki,108
Lieto,Salo,107
Nivala,Haapavesi,107
Vesilahti,Akaa,107
Kauhajoki,Teuva,107
Loimaa,Pöytyä,107
Jokioinen,Somero,106
Kannus,Ylivieska,106
Lahti,Hausjärvi,106
Hämeenlinna,Forssa,106
Loviisa,Lahti,105
Loppi,Espoo,105
Nakkila,Rauma,105
Janakkala,Loppi,105
Lempäälä,Ylöjärvi,104
Ikaalinen,Ylöjärvi,104
Somero,Jokioinen,104
Pielavesi,Kuopio,104
Alajärvi,Seinäjoki,104
Jomala,Finström,104
Kouvola,Orimattila,104
Toholampi,Sievi,103
Loppi,Karkkila,103
Alavus,Kuortane,103
Sonkajärvi,Vieremä,103
Ypäjä,Forssa,103
Eurajoki,Harjavalta,103
Lempäälä,Akaa,103
Akaa,Vesilahti,102
Pieksämäki,Kuopio,102
Hyvinkää,Loppi,101
Harjavalta,Eura,101
Leppävirta,Pieksämäki,101
Jämsä,Mänttä-Vilppula,101
Teuva,Kurikka,101
Janakkala,Vantaa,101
Mänttä-Vilppula,Tampere,100
Kokkola,Kaustinen,100
Asikkala,Heinola,100
Vöyri,Kauhava,100
Mäntsälä,Orimattila,99
Laukaa,Muurame,99
Lahti,Järvenpää,99
Siuntio,Vihti,98
Pori,Sastamala,98
Siikainen,Pori,98
Kouvola,Hollola,98
Rusko,Lieto,98
Mäntsälä,Askola,98
Seinäjoki,Vaasa,98
Lumparland,Mariehamn,98
Pornainen,Sipoo,98
Lapinjärvi,Kouvola,98
Rauma,Nakkila,98
Rusko,Kaarina,97
Tampere,Vesilahti,97
Eura,Huittinen,97
Hyvinkää,Porvoo,97
Lahti,Vantaa,97
Nurmes,Juuka,97
Rauma,Harjavalta,97
Kuopio,Varkaus,97
Ylivieska,Kannus,96
Hamina,Virolahti,96
Lahti,Porvoo,96
Mänttä-Vilppula,Jyväskylä,96
Tervola,Keminmaa,96
Pyhäjärvi,Kiuruvesi,96
Isokyrö,Laihia,96
Masku,Kaarina,96
Hyvinkää,Vihti,95
Tervola,Tornio,95
Muurame,Laukaa,95
Harjavalta,Nakkila,95
Lahti,Janakkala,95
Kontiolahti,Polvijärvi,94
Rautalampi,Suonenjoki,94
Raahe,Oulainen,94
Pieksämäki,Leppävirta,94
Riihimäki,Lahti,94
Kouvola,Pyhtää,93
Hämeenlinna,Lempäälä,93
Pyhtää,Loviisa,93
Marttila,Salo,93
Raasepori,Siuntio,93
Pelkosenniemi,Kemijärvi,93
Hämeenlinna,Kangasala,93
Ylöjärvi,Sastamala,93
Huittinen,Loimaa,93
Utajärvi,Muhos,92
Puumala,Lappeenranta,92
Vihti,Kauniainen,92
Loimaa,Huittinen,92
Lapinjärvi,Loviisa,92
Sipoo,Nurmijärvi,92
Vihti,Kerava,92
Hämeenkyrö,Ikaalinen,92
Miehikkälä,Hamina,92
Somero,Lohja,91
Oulainen,Haapavesi,91
Salo,Sauvo,91
Iisalmi,Pielavesi,91
Pieksämäki,Hankasalmi,91
Mänttä-Vilppula,Ruovesi,91
Liminka,Siikajoki,91
Reisjärvi,Haapajärvi,91
Kankaanpää,Ikaalinen,90
Kirkkonummi,Tuusula,90
Salo,Marttila,90
Lieto,Rusko,90
Kristinestad,Karijoki,90
Forssa,Tampere,90
Uusikaupunki,Mynämäki,90
Loviisa,Lapinjärvi,90
Joroinen,Pieksämäki,90
Tervola,Rovaniemi,90
Turku,Sauvo,90
Seinäjoki,Isokyrö,89
